timestamp,temperature,humidity,precipitation,pressure,wind_speed,wind_direction,cloud_cover,pm2_5,pm10,co,no2,so2,o3,dust,aod
2023-01-04T15:00,25.5,71,0.3,1009.8,15.4,79,32,44.4,71.5,685.0,56.0,102.1,84.0,1.0,0.82
2023-01-04T16:00,25.1,72,0.0,1010.0,14.1,84,13,47.5,76.6,670.0,59.3,95.2,79.0,2.0,0.89
2023-01-04T17:00,24.6,74,0.0,1010.2,11.9,90,14,56.6,89.9,611.0,57.0,78.2,79.0,2.0,1.0
2023-01-04T18:00,24.1,77,0.0,1010.8,9.5,81,14,63.3,100.1,593.0,51.5,69.9,84.0,2.0,1.12
2023-01-04T19:00,23.9,78,0.0,1011.8,7.6,59,15,69.4,109.9,569.0,43.7,58.2,91.0,2.0,1.23
2023-01-04T20:00,23.6,78,0.0,1012.4,8.0,63,20,75.2,118.7,543.0,34.4,45.2,100.0,2.0,1.42
2023-01-04T21:00,23.5,78,0.0,1012.6,10.0,69,53,74.7,118.5,537.0,30.4,41.1,104.0,2.0,1.72
2023-01-04T22:00,23.0,81,0.0,1012.8,13.2,73,30,80.1,126.2,538.0,27.5,39.5,108.0,2.0,1.95
2023-01-04T23:00,23.0,81,0.0,1012.6,6.1,62,63,81.0,128.1,542.0,24.5,38.2,112.0,2.0,2.04
2023-01-05T00:00,22.4,83,0.5,1012.6,4.2,31,84,81.7,129.0,544.0,22.2,37.2,116.0,2.0,2.13
2023-01-05T01:00,22.2,85,0.1,1012.1,7.8,13,100,83.1,131.8,547.0,20.3,36.8,120.0,2.0,2.28
2023-01-05T02:00,21.9,87,0.0,1011.6,7.6,19,37,85.7,136.4,552.0,18.5,35.6,123.0,2.0,2.14
2023-01-05T03:00,21.1,90,0.0,1011.3,8.0,10,32,88.0,140.2,560.0,18.2,33.5,123.0,2.0,2.5
2023-01-05T04:00,21.1,89,0.0,1011.4,9.7,22,39,87.3,139.2,571.0,18.6,30.8,121.0,2.0,2.48
2023-01-05T05:00,21.2,88,0.0,1012.3,8.0,5,49,86.1,136.9,576.0,18.6,36.7,120.0,2.0,2.05
2023-01-05T06:00,21.5,86,0.0,1012.7,12.1,23,56,87.8,139.2,558.0,16.5,34.0,124.0,2.0,1.88
2023-01-05T07:00,22.4,82,0.1,1013.6,14.7,36,59,89.6,141.6,534.0,13.5,30.5,129.0,2.0,1.66
2023-01-05T08:00,23.6,76,0.0,1014.5,13.4,31,22,90.3,142.5,519.0,11.8,29.6,136.0,2.0,1.57
2023-01-05T09:00,25.3,67,0.0,1015.2,15.6,38,21,92.9,145.8,533.0,13.4,34.0,140.0,2.0,1.49
2023-01-05T10:00,26.6,60,0.1,1015.0,20.0,56,24,95.2,148.1,562.0,16.8,41.5,143.0,2.0,1.43
2023-01-05T11:00,27.1,57,0.0,1014.3,20.6,61,11,95.5,147.6,613.0,23.2,53.7,144.0,2.0,1.39
2023-01-05T12:00,27.6,54,0.0,1012.9,20.6,65,16,95.0,146.2,666.0,30.5,65.7,140.0,2.0,1.39
2023-01-05T13:00,27.5,54,0.0,1011.7,19.0,71,62,96.2,147.1,729.0,39.2,79.7,132.0,2.0,1.45
2023-01-05T14:00,26.6,59,0.0,1010.9,19.6,76,5,96.6,148.1,796.0,48.7,92.4,123.0,2.0,1.53
2023-01-05T15:00,26.3,61,0.0,1010.4,19.2,77,2,99.2,151.3,823.0,53.0,94.0,117.0,2.0,1.52
2023-01-05T16:00,25.4,66,0.0,1010.6,18.5,82,1,103.8,158.8,838.0,55.8,91.1,111.0,2.0,1.55
2023-01-05T17:00,24.4,71,0.0,1011.8,15.8,78,1,106.2,162.5,841.0,57.3,86.9,101.0,1.0,1.39
2023-01-05T18:00,23.7,75,0.0,1012.3,14.8,76,10,110.1,168.6,813.0,49.2,77.3,106.0,1.0,1.5
2023-01-05T19:00,23.5,76,0.0,1013.3,12.9,67,19,112.0,171.4,772.0,37.8,63.7,113.0,2.0,1.59
2023-01-05T20:00,23.1,78,0.0,1013.9,9.9,57,9,111.5,170.9,725.0,25.8,49.4,120.0,2.0,1.67
2023-01-05T21:00,22.5,81,0.0,1014.3,7.0,35,5,109.2,167.2,704.0,22.6,45.8,121.0,2.0,1.72
2023-01-05T22:00,21.9,83,0.0,1014.3,6.6,22,7,105.0,160.7,690.0,22.1,45.8,119.0,1.0,1.77
2023-01-05T23:00,21.4,85,0.0,1014.1,7.5,17,8,99.9,152.7,678.0,22.9,46.7,115.0,1.0,1.77
2023-01-06T00:00,21.1,85,0.0,1013.7,9.1,9,11,95.5,146.2,675.0,23.6,47.1,111.0,1.0,1.76
2023-01-06T01:00,20.8,83,0.0,1013.1,10.4,358,0,92.9,141.6,678.0,25.1,48.0,105.0,1.0,1.72
2023-01-06T02:00,20.5,83,0.0,1012.4,10.8,2,1,91.7,139.2,686.0,26.6,49.0,100.0,1.0,1.7
2023-01-06T03:00,20.5,83,0.0,1012.0,11.2,6,0,92.4,140.2,696.0,26.5,49.1,99.0,1.0,1.69
2023-01-06T04:00,20.2,84,0.0,1012.0,10.5,6,0,95.0,143.0,708.0,25.8,48.9,100.0,1.0,1.68
2023-01-06T05:00,20.4,82,0.0,1012.7,12.0,21,1,96.2,144.4,734.0,27.5,51.4,97.0,1.0,1.73
2023-01-06T06:00,20.4,82,0.0,1013.4,10.7,20,0,102.4,152.7,754.0,28.5,53.8,96.0,1.0,1.76
2023-01-06T07:00,21.4,77,0.0,1014.6,10.7,12,0,108.7,160.7,783.0,30.0,57.1,96.0,1.0,1.78
2023-01-06T08:00,23.5,66,0.0,1015.6,12.1,27,0,112.2,164.8,818.0,31.6,62.8,99.0,1.0,1.77
2023-01-06T09:00,25.4,57,0.0,1016.1,14.8,43,0,112.9,165.3,832.0,31.4,67.1,109.0,1.0,1.76
2023-01-06T10:00,26.6,53,0.0,1015.5,15.3,56,0,113.9,166.7,842.0,30.6,71.9,123.0,1.0,1.78
2023-01-06T11:00,27.3,53,0.0,1014.8,15.5,68,0,114.6,167.6,872.0,32.9,82.2,135.0,1.0,1.77
2023-01-06T12:00,27.4,54,0.0,1013.5,16.8,81,0,114.6,168.1,929.0,40.0,97.2,132.0,1.0,1.77
2023-01-06T13:00,27.0,56,0.0,1012.2,18.0,87,0,113.4,167.6,1003.0,50.0,115.8,124.0,1.0,1.79
2023-01-06T14:00,26.6,58,0.0,1011.2,17.6,91,1,111.5,165.8,1068.0,61.0,132.4,112.0,1.0,1.78
2023-01-06T15:00,26.1,62,0.0,1010.9,16.9,92,0,108.7,163.4,1066.0,65.8,132.6,104.0,1.0,1.8
2023-01-06T16:00,25.4,66,0.0,1011.0,16.6,95,2,105.5,160.2,1037.0,68.8,126.2,96.0,1.0,1.86
2023-01-06T17:00,24.1,73,0.0,1011.8,12.4,98,4,88.5,136.0,1056.0,73.8,127.3,79.0,1.0,1.69
2023-01-06T18:00,23.7,75,0.0,1012.4,7.6,93,11,89.9,139.7,1026.0,71.4,119.0,79.0,1.0,1.84
2023-01-06T19:00,23.5,78,0.0,1013.4,6.9,81,21,92.7,144.4,983.0,68.1,107.2,79.0,1.0,2.05
2023-01-06T20:00,23.0,83,0.0,1014.2,6.0,65,20,99.2,154.1,941.0,64.1,94.7,79.0,1.0,2.24
2023-01-06T21:00,22.6,84,0.0,1014.4,6.9,39,2,105.5,163.4,939.0,62.1,91.6,78.0,1.0,2.37
2023-01-06T22:00,22.0,87,0.0,1014.1,6.7,16,0,106.4,164.4,951.0,60.5,91.4,77.0,1.0,2.45
2023-01-06T23:00,21.3,88,0.0,1013.9,7.2,6,0,103.4,160.2,962.0,58.5,90.7,76.0,1.0,2.5
2023-01-07T00:00,20.7,89,0.0,1013.4,8.3,360,0,99.0,151.8,957.0,56.8,87.8,76.0,1.0,2.5
2023-01-07T01:00,20.2,89,0.0,1012.9,8.3,360,0,95.9,146.7,946.0,55.0,84.2,76.0,1.0,2.55
2023-01-07T02:00,19.9,90,0.0,1012.1,8.0,5,0,93.6,143.0,931.0,52.4,79.6,77.0,1.0,2.54
2023-01-07T03:00,19.6,91,0.0,1011.7,8.0,10,0,91.3,139.2,921.0,50.3,76.9,78.0,1.0,2.41
2023-01-07T04:00,19.5,90,0.0,1011.6,8.6,15,0,89.4,136.4,911.0,48.0,74.6,80.0,1.0,2.23
2023-01-07T05:00,19.3,88,0.0,1012.2,9.5,9,0,88.7,135.0,897.0,46.0,74.0,80.0,1.0,1.95
2023-01-07T06:00,19.3,87,0.0,1013.1,9.6,13,0,89.9,136.4,892.0,42.5,72.1,83.0,1.0,1.88
2023-01-07T07:00,20.8,80,0.0,1014.0,12.2,19,0,92.0,138.8,884.0,37.4,69.2,88.0,1.0,1.74
2023-01-07T08:00,23.2,68,0.0,1014.7,13.2,26,0,89.6,136.4,863.0,31.4,67.2,98.0,1.0,1.54
2023-01-07T09:00,24.9,58,0.0,1014.8,16.4,38,0,87.5,132.2,827.0,27.7,67.2,112.0,1.0,1.39
2023-01-07T10:00,25.9,52,0.0,1014.4,15.0,48,0,85.7,128.1,782.0,24.5,68.2,129.0,1.0,1.19
2023-01-07T11:00,26.6,48,0.0,1013.3,12.6,53,3,82.4,122.5,742.0,24.6,74.4,142.0,1.0,1.02
2023-01-07T12:00,27.2,45,0.0,1012.0,10.3,61,0,78.2,115.5,750.0,30.6,86.6,138.0,1.0,0.88
2023-01-07T13:00,27.4,44,0.0,1010.6,10.7,78,0,72.9,107.8,777.0,40.1,102.9,127.0,1.0,0.79
2023-01-07T14:00,26.4,52,0.0,1009.5,15.2,95,0,67.5,100.1,800.0,52.1,119.7,110.0,1.0,0.76
2023-01-07T15:00,25.2,54,0.0,1009.1,17.9,99,0,62.4,92.9,790.0,59.2,123.9,97.0,1.0,0.73
2023-01-07T16:00,24.6,57,0.0,1009.5,14.7,101,0,56.7,85.4,768.0,65.8,123.9,83.0,1.0,0.68
2023-01-07T17:00,23.2,63,0.0,1010.1,7.0,111,0,58.3,87.5,858.0,80.2,144.3,70.0,1.0,0.56
2023-01-07T18:00,21.5,71,0.0,1010.8,6.5,96,0,58.6,88.9,811.0,76.4,134.3,70.0,1.0,0.49
2023-01-07T19:00,20.8,77,0.0,1011.6,7.2,84,0,60.1,92.2,745.0,71.2,120.2,71.0,1.0,0.44
2023-01-07T20:00,19.9,83,0.0,1012.4,8.1,45,0,65.2,100.1,684.0,64.9,106.6,71.0,1.0,0.42
2023-01-07T21:00,19.6,83,0.0,1012.8,5.4,8,0,73.1,111.8,687.0,62.5,106.5,70.0,1.0,0.41
2023-01-07T22:00,19.0,81,0.0,1012.9,8.6,360,0,77.8,118.3,713.0,61.0,111.2,69.0,1.0,0.4
2023-01-07T23:00,18.5,78,0.0,1012.4,9.0,2,0,77.3,117.3,748.0,58.5,114.5,67.0,1.0,0.4
2023-01-08T00:00,18.2,76,0.0,1011.9,9.0,5,0,74.7,113.6,762.0,55.5,110.2,66.0,1.0,0.4
2023-01-08T01:00,17.8,78,0.0,1011.4,8.3,5,0,71.9,109.0,772.0,51.8,103.1,64.0,1.0,0.4
2023-01-08T02:00,17.3,80,0.0,1010.7,7.6,5,0,68.5,103.1,777.0,47.4,93.9,62.0,1.0,0.39
2023-01-08T03:00,16.8,81,0.0,1010.4,7.2,3,0,65.7,98.7,771.0,44.8,88.8,61.0,1.0,0.38
2023-01-08T04:00,16.2,83,0.0,1010.4,6.8,3,0,62.6,94.3,759.0,42.7,84.2,59.0,0.0,0.36
2023-01-08T05:00,16.4,85,0.0,1011.0,7.2,360,0,76.8,115.0,863.0,36.7,94.8,57.0,0.0,0.4
2023-01-08T06:00,15.8,86,0.0,1011.7,7.2,360,0,74.7,112.0,823.0,38.3,93.8,56.0,0.0,0.4
2023-01-08T07:00,17.9,75,0.0,1012.7,9.7,2,0,75.4,112.7,765.0,40.6,92.2,55.0,0.0,0.39
2023-01-08T08:00,21.5,61,0.0,1013.5,8.3,5,0,60.1,92.0,675.0,41.2,87.8,60.0,0.0,0.36
2023-01-08T09:00,24.1,42,0.0,1013.9,10.2,18,0,41.9,65.2,587.0,36.8,79.6,76.0,0.0,0.31
2023-01-08T10:00,25.7,26,0.0,1013.6,14.0,26,0,35.6,54.0,488.0,30.2,69.1,97.0,0.0,0.26
2023-01-08T11:00,26.8,23,0.0,1012.5,13.3,38,0,32.1,47.8,407.0,25.9,63.7,117.0,0.0,0.23
2023-01-08T12:00,27.3,23,0.0,1011.3,12.7,61,0,30.5,44.8,421.0,30.0,73.1,116.0,0.0,0.21
2023-01-08T13:00,27.2,25,0.0,1010.1,12.4,82,0,29.0,42.5,476.0,37.8,89.6,108.0,1.0,0.21
2023-01-08T14:00,26.5,28,0.0,1009.2,13.8,97,0,28.2,41.3,552.0,48.3,109.5,94.0,1.0,0.21
2023-01-08T15:00,25.5,31,0.0,1009.2,15.2,104,0,27.6,40.9,594.0,55.1,118.7,84.0,1.0,0.21
2023-01-08T16:00,24.6,36,0.0,1009.3,14.4,103,0,28.3,42.4,635.0,61.7,125.7,73.0,1.0,0.22
2023-01-08T17:00,22.9,44,0.0,1009.7,9.5,101,0,34.9,51.9,756.0,71.7,148.8,65.0,1.0,0.2
2023-01-08T18:00,21.5,54,0.0,1010.4,6.9,96,0,44.4,66.1,761.0,69.8,148.8,66.0,1.0,0.21
2023-01-08T19:00,20.0,69,0.0,1011.5,9.7,94,0,54.1,81.0,769.0,67.3,148.8,66.0,1.0,0.22
2023-01-08T20:00,22.2,62,0.0,1012.3,4.2,31,0,67.8,101.3,794.0,63.6,148.6,67.0,1.0,0.24
2023-01-08T21:00,18.2,76,0.0,1012.6,5.5,337,0,82.0,121.5,832.0,61.0,149.8,67.0,1.0,0.25
2023-01-08T22:00,17.9,67,0.0,1012.7,8.4,335,0,91.7,136.0,882.0,58.5,151.1,67.0,1.0,0.26
2023-01-08T23:00,17.0,67,0.0,1012.5,8.4,340,0,96.6,142.5,940.0,54.5,148.0,66.0,1.0,0.28
2023-01-09T00:00,16.6,70,0.0,1012.2,7.5,343,0,96.4,142.5,971.0,50.8,138.1,65.0,1.0,0.3
2023-01-09T01:00,16.5,70,0.0,1011.7,7.4,346,0,93.6,138.3,995.0,46.5,124.2,64.0,1.0,0.31
2023-01-09T02:00,16.5,69,0.0,1011.2,7.8,347,0,90.1,133.6,1012.0,41.3,107.8,62.0,1.0,0.31
2023-01-09T03:00,16.1,69,0.0,1011.0,7.4,346,0,86.6,129.0,1012.0,37.5,100.2,61.0,1.0,0.31
2023-01-09T04:00,15.7,70,0.0,1011.1,7.1,345,0,83.6,124.8,1003.0,33.8,94.6,60.0,1.0,0.31
2023-01-09T05:00,15.3,73,0.0,1011.9,7.0,348,0,82.9,123.9,942.0,34.2,101.1,61.0,1.0,0.28
2023-01-09T06:00,15.1,74,0.0,1012.7,7.8,347,0,87.3,129.9,906.0,37.3,101.1,59.0,1.0,0.27
2023-01-09T07:00,17.8,65,0.0,1013.7,9.8,352,0,89.4,133.2,853.0,41.8,100.8,56.0,1.0,0.26
2023-01-09T08:00,22.0,54,0.0,1014.7,8.6,358,0,65.4,100.1,768.0,44.6,97.9,61.0,1.0,0.26
2023-01-09T09:00,24.6,45,0.0,1015.0,8.6,22,0,37.5,60.8,676.0,40.2,89.7,78.0,1.0,0.25
2023-01-09T10:00,26.0,39,0.0,1014.7,8.7,45,0,33.6,54.0,569.0,32.8,78.5,103.0,1.0,0.26
2023-01-09T11:00,27.0,35,0.0,1013.6,9.4,58,0,34.3,54.4,490.0,28.3,73.8,126.0,1.0,0.27
2023-01-09T12:00,27.5,33,0.0,1012.4,9.9,71,0,36.1,56.7,527.0,33.8,86.8,127.0,1.0,0.28
2023-01-09T13:00,27.6,35,0.0,1011.2,10.4,88,0,37.6,58.4,615.0,43.7,108.4,119.0,1.0,0.28
2023-01-09T14:00,26.9,40,0.0,1010.5,12.1,102,0,37.6,58.3,726.0,57.2,132.8,106.0,1.0,0.27
2023-01-09T15:00,25.9,45,0.0,1010.4,13.0,104,0,37.1,57.4,774.0,66.7,141.4,94.0,1.0,0.26
2023-01-09T16:00,24.9,50,0.0,1010.4,11.7,101,0,36.7,56.7,812.0,76.2,145.8,81.0,0.0,0.25
