timestamp,pm2_5,pm10,co,no2,so2,o3,dust,aod
2023-01-03T05:00,99.4,150.4,2876.0,69.3,108.5,10.0,3.0,1.02
2023-01-03T06:00,89.4,137.4,2586.0,67.7,109.4,12.0,3.0,0.95
2023-01-03T07:00,68.5,109.0,2171.0,65.2,110.6,14.0,3.0,0.9
2023-01-03T08:00,62.6,101.0,1617.0,60.0,105.8,24.0,3.0,0.9
2023-01-03T09:00,49.1,82.4,1238.0,53.2,92.6,41.0,3.0,0.91
2023-01-03T10:00,48.8,81.5,864.0,45.0,74.1,63.0,4.0,0.93
2023-01-03T11:00,50.6,83.6,500.0,35.9,53.6,88.0,4.0,0.96
2023-01-03T12:00,52.7,86.4,398.0,31.5,46.0,99.0,4.0,0.96
2023-01-03T13:00,52.4,85.4,400.0,28.4,42.1,107.0,3.0,0.98
2023-01-03T14:00,50.6,82.4,443.0,29.5,39.2,108.0,3.0,1.03
2023-01-03T15:00,49.0,79.9,458.0,37.6,38.5,99.0,3.0,1.04
2023-01-03T16:00,47.5,77.5,489.0,49.8,39.5,84.0,2.0,1.05
2023-01-03T17:00,41.2,68.2,590.0,58.7,83.5,70.0,2.0,0.84
2023-01-03T18:00,42.6,70.3,566.0,54.1,75.1,73.0,2.0,0.92
2023-01-03T19:00,46.1,75.7,532.0,47.5,63.2,77.0,1.0,0.98
2023-01-03T20:00,50.4,82.2,500.0,40.8,51.3,81.0,1.0,1.03
2023-01-03T21:00,59.6,96.6,501.0,39.6,49.8,80.0,1.0,1.08
2023-01-03T22:00,59.6,96.6,514.0,40.2,51.8,78.0,1.0,1.11
2023-01-03T23:00,60.5,98.3,523.0,40.2,54.0,76.0,1.0,1.16
2023-01-04T00:00,57.2,93.4,512.0,37.7,52.6,78.0,1.0,1.12
2023-01-04T01:00,54.0,88.5,493.0,34.2,50.3,82.0,1.0,1.1
2023-01-04T02:00,51.0,83.6,474.0,30.6,48.0,85.0,1.0,1.09
2023-01-04T03:00,49.2,80.6,474.0,30.5,48.1,85.0,1.0,1.08
2023-01-04T04:00,49.6,81.3,480.0,31.4,49.0,83.0,1.0,1.16
2023-01-04T05:00,44.8,70.8,471.0,31.4,36.8,83.0,1.0,1.11
2023-01-04T06:00,42.8,68.9,440.0,27.4,32.5,89.0,1.0,1.1
2023-01-04T07:00,43.3,68.2,397.0,21.9,26.7,97.0,1.0,1.13
2023-01-04T08:00,41.1,65.9,369.0,18.0,25.5,105.0,1.0,1.14
2023-01-04T09:00,42.5,67.8,392.0,20.5,34.2,106.0,1.0,1.02
2023-01-04T10:00,42.6,67.8,439.0,25.8,48.1,104.0,1.0,0.9
2023-01-04T11:00,43.0,68.7,509.0,33.7,66.8,101.0,1.0,0.88
2023-01-04T12:00,46.0,73.8,564.0,39.2,79.9,98.0,1.0,0.89
2023-01-04T13:00,41.8,66.8,625.0,45.1,93.1,94.0,1.0,0.84
2023-01-04T14:00,42.8,68.7,680.0,51.9,103.6,88.0,1.0,0.74
2023-01-04T15:00,44.4,71.5,685.0,56.0,102.1,84.0,1.0,0.82
2023-01-04T16:00,47.5,76.6,670.0,59.3,95.2,79.0,2.0,0.89
2023-01-04T17:00,56.6,89.9,611.0,57.0,78.2,79.0,2.0,1.0
2023-01-04T18:00,63.3,100.1,593.0,51.5,69.9,84.0,2.0,1.12
2023-01-04T19:00,69.4,109.9,569.0,43.7,58.2,91.0,2.0,1.23
2023-01-04T20:00,75.2,118.7,543.0,34.4,45.2,100.0,2.0,1.42
2023-01-04T21:00,74.7,118.5,537.0,30.4,41.1,104.0,2.0,1.72
2023-01-04T22:00,80.1,126.2,538.0,27.5,39.5,108.0,2.0,1.95
2023-01-04T23:00,81.0,128.1,542.0,24.5,38.2,112.0,2.0,2.04
2023-01-05T00:00,81.7,129.0,544.0,22.2,37.2,116.0,2.0,2.13
2023-01-05T01:00,83.1,131.8,547.0,20.3,36.8,120.0,2.0,2.28
2023-01-05T02:00,85.7,136.4,552.0,18.5,35.6,123.0,2.0,2.14
2023-01-05T03:00,88.0,140.2,560.0,18.2,33.5,123.0,2.0,2.5
2023-01-05T04:00,87.3,139.2,571.0,18.6,30.8,121.0,2.0,2.48
2023-01-05T05:00,86.1,136.9,576.0,18.6,36.7,120.0,2.0,2.05
2023-01-05T06:00,87.8,139.2,558.0,16.5,34.0,124.0,2.0,1.88
2023-01-05T07:00,89.6,141.6,534.0,13.5,30.5,129.0,2.0,1.66
2023-01-05T08:00,90.3,142.5,519.0,11.8,29.6,136.0,2.0,1.57
2023-01-05T09:00,92.9,145.8,533.0,13.4,34.0,140.0,2.0,1.49
2023-01-05T10:00,95.2,148.1,562.0,16.8,41.5,143.0,2.0,1.43
2023-01-05T11:00,95.5,147.6,613.0,23.2,53.7,144.0,2.0,1.39
2023-01-05T12:00,95.0,146.2,666.0,30.5,65.7,140.0,2.0,1.39
2023-01-05T13:00,96.2,147.1,729.0,39.2,79.7,132.0,2.0,1.45
2023-01-05T14:00,96.6,148.1,796.0,48.7,92.4,123.0,2.0,1.53
2023-01-05T15:00,99.2,151.3,823.0,53.0,94.0,117.0,2.0,1.52
2023-01-05T16:00,103.8,158.8,838.0,55.8,91.1,111.0,2.0,1.55
2023-01-05T17:00,106.2,162.5,841.0,57.3,86.9,101.0,1.0,1.39
2023-01-05T18:00,110.1,168.6,813.0,49.2,77.3,106.0,1.0,1.5
2023-01-05T19:00,112.0,171.4,772.0,37.8,63.7,113.0,2.0,1.59
2023-01-05T20:00,111.5,170.9,725.0,25.8,49.4,120.0,2.0,1.67
2023-01-05T21:00,109.2,167.2,704.0,22.6,45.8,121.0,2.0,1.72
2023-01-05T22:00,105.0,160.7,690.0,22.1,45.8,119.0,1.0,1.77
2023-01-05T23:00,99.9,152.7,678.0,22.9,46.7,115.0,1.0,1.77
2023-01-06T00:00,95.5,146.2,675.0,23.6,47.1,111.0,1.0,1.76
2023-01-06T01:00,92.9,141.6,678.0,25.1,48.0,105.0,1.0,1.72
2023-01-06T02:00,91.7,139.2,686.0,26.6,49.0,100.0,1.0,1.7
2023-01-06T03:00,92.4,140.2,696.0,26.5,49.1,99.0,1.0,1.69
2023-01-06T04:00,95.0,143.0,708.0,25.8,48.9,100.0,1.0,1.68
2023-01-06T05:00,96.2,144.4,734.0,27.5,51.4,97.0,1.0,1.73
2023-01-06T06:00,102.4,152.7,754.0,28.5,53.8,96.0,1.0,1.76
2023-01-06T07:00,108.7,160.7,783.0,30.0,57.1,96.0,1.0,1.78
2023-01-06T08:00,112.2,164.8,818.0,31.6,62.8,99.0,1.0,1.77
2023-01-06T09:00,112.9,165.3,832.0,31.4,67.1,109.0,1.0,1.76
2023-01-06T10:00,113.9,166.7,842.0,30.6,71.9,123.0,1.0,1.78
2023-01-06T11:00,114.6,167.6,872.0,32.9,82.2,135.0,1.0,1.77
2023-01-06T12:00,114.6,168.1,929.0,40.0,97.2,132.0,1.0,1.77
2023-01-06T13:00,113.4,167.6,1003.0,50.0,115.8,124.0,1.0,1.79
2023-01-06T14:00,111.5,165.8,1068.0,61.0,132.4,112.0,1.0,1.78
2023-01-06T15:00,108.7,163.4,1066.0,65.8,132.6,104.0,1.0,1.8
2023-01-06T16:00,105.5,160.2,1037.0,68.8,126.2,96.0,1.0,1.86
2023-01-06T17:00,88.5,136.0,1056.0,73.8,127.3,79.0,1.0,1.69
2023-01-06T18:00,89.9,139.7,1026.0,71.4,119.0,79.0,1.0,1.84
2023-01-06T19:00,92.7,144.4,983.0,68.1,107.2,79.0,1.0,2.05
2023-01-06T20:00,99.2,154.1,941.0,64.1,94.7,79.0,1.0,2.24
2023-01-06T21:00,105.5,163.4,939.0,62.1,91.6,78.0,1.0,2.37
2023-01-06T22:00,106.4,164.4,951.0,60.5,91.4,77.0,1.0,2.45
2023-01-06T23:00,103.4,160.2,962.0,58.5,90.7,76.0,1.0,2.5
2023-01-07T00:00,99.0,151.8,957.0,56.8,87.8,76.0,1.0,2.5
2023-01-07T01:00,95.9,146.7,946.0,55.0,84.2,76.0,1.0,2.55
2023-01-07T02:00,93.6,143.0,931.0,52.4,79.6,77.0,1.0,2.54
2023-01-07T03:00,91.3,139.2,921.0,50.3,76.9,78.0,1.0,2.41
2023-01-07T04:00,89.4,136.4,911.0,48.0,74.6,80.0,1.0,2.23
2023-01-07T05:00,88.7,135.0,897.0,46.0,74.0,80.0,1.0,1.95
2023-01-07T06:00,89.9,136.4,892.0,42.5,72.1,83.0,1.0,1.88
2023-01-07T07:00,92.0,138.8,884.0,37.4,69.2,88.0,1.0,1.74
2023-01-07T08:00,89.6,136.4,863.0,31.4,67.2,98.0,1.0,1.54
2023-01-07T09:00,87.5,132.2,827.0,27.7,67.2,112.0,1.0,1.39
2023-01-07T10:00,85.7,128.1,782.0,24.5,68.2,129.0,1.0,1.19
2023-01-07T11:00,82.4,122.5,742.0,24.6,74.4,142.0,1.0,1.02
2023-01-07T12:00,78.2,115.5,750.0,30.6,86.6,138.0,1.0,0.88
2023-01-07T13:00,72.9,107.8,777.0,40.1,102.9,127.0,1.0,0.79
2023-01-07T14:00,67.5,100.1,800.0,52.1,119.7,110.0,1.0,0.76
2023-01-07T15:00,62.4,92.9,790.0,59.2,123.9,97.0,1.0,0.73
2023-01-07T16:00,56.7,85.4,768.0,65.8,123.9,83.0,1.0,0.68
2023-01-07T17:00,58.3,87.5,858.0,80.2,144.3,70.0,1.0,0.56
2023-01-07T18:00,58.6,88.9,811.0,76.4,134.3,70.0,1.0,0.49
2023-01-07T19:00,60.1,92.2,745.0,71.2,120.2,71.0,1.0,0.44
2023-01-07T20:00,65.2,100.1,684.0,64.9,106.6,71.0,1.0,0.42
2023-01-07T21:00,73.1,111.8,687.0,62.5,106.5,70.0,1.0,0.41
2023-01-07T22:00,77.8,118.3,713.0,61.0,111.2,69.0,1.0,0.4
2023-01-07T23:00,77.3,117.3,748.0,58.5,114.5,67.0,1.0,0.4
2023-01-08T00:00,74.7,113.6,762.0,55.5,110.2,66.0,1.0,0.4
2023-01-08T01:00,71.9,109.0,772.0,51.8,103.1,64.0,1.0,0.4
2023-01-08T02:00,68.5,103.1,777.0,47.4,93.9,62.0,1.0,0.39
2023-01-08T03:00,65.7,98.7,771.0,44.8,88.8,61.0,1.0,0.38
2023-01-08T04:00,62.6,94.3,759.0,42.7,84.2,59.0,0.0,0.36
2023-01-08T05:00,76.8,115.0,863.0,36.7,94.8,57.0,0.0,0.4
2023-01-08T06:00,74.7,112.0,823.0,38.3,93.8,56.0,0.0,0.4
2023-01-08T07:00,75.4,112.7,765.0,40.6,92.2,55.0,0.0,0.39
2023-01-08T08:00,60.1,92.0,675.0,41.2,87.8,60.0,0.0,0.36
2023-01-08T09:00,41.9,65.2,587.0,36.8,79.6,76.0,0.0,0.31
2023-01-08T10:00,35.6,54.0,488.0,30.2,69.1,97.0,0.0,0.26
2023-01-08T11:00,32.1,47.8,407.0,25.9,63.7,117.0,0.0,0.23
2023-01-08T12:00,30.5,44.8,421.0,30.0,73.1,116.0,0.0,0.21
2023-01-08T13:00,29.0,42.5,476.0,37.8,89.6,108.0,1.0,0.21
2023-01-08T14:00,28.2,41.3,552.0,48.3,109.5,94.0,1.0,0.21
2023-01-08T15:00,27.6,40.9,594.0,55.1,118.7,84.0,1.0,0.21
2023-01-08T16:00,28.3,42.4,635.0,61.7,125.7,73.0,1.0,0.22
2023-01-08T17:00,34.9,51.9,756.0,71.7,148.8,65.0,1.0,0.2
2023-01-08T18:00,44.4,66.1,761.0,69.8,148.8,66.0,1.0,0.21
2023-01-08T19:00,54.1,81.0,769.0,67.3,148.8,66.0,1.0,0.22
2023-01-08T20:00,67.8,101.3,794.0,63.6,148.6,67.0,1.0,0.24
2023-01-08T21:00,82.0,121.5,832.0,61.0,149.8,67.0,1.0,0.25
2023-01-08T22:00,91.7,136.0,882.0,58.5,151.1,67.0,1.0,0.26
2023-01-08T23:00,96.6,142.5,940.0,54.5,148.0,66.0,1.0,0.28
2023-01-09T00:00,96.4,142.5,971.0,50.8,138.1,65.0,1.0,0.3
2023-01-09T01:00,93.6,138.3,995.0,46.5,124.2,64.0,1.0,0.31
2023-01-09T02:00,90.1,133.6,1012.0,41.3,107.8,62.0,1.0,0.31
2023-01-09T03:00,86.6,129.0,1012.0,37.5,100.2,61.0,1.0,0.31
2023-01-09T04:00,83.6,124.8,1003.0,33.8,94.6,60.0,1.0,0.31
2023-01-09T05:00,82.9,123.9,942.0,34.2,101.1,61.0,1.0,0.28
2023-01-09T06:00,87.3,129.9,906.0,37.3,101.1,59.0,1.0,0.27
2023-01-09T07:00,89.4,133.2,853.0,41.8,100.8,56.0,1.0,0.26
2023-01-09T08:00,65.4,100.1,768.0,44.6,97.9,61.0,1.0,0.26
2023-01-09T09:00,37.5,60.8,676.0,40.2,89.7,78.0,1.0,0.25
2023-01-09T10:00,33.6,54.0,569.0,32.8,78.5,103.0,1.0,0.26
2023-01-09T11:00,34.3,54.4,490.0,28.3,73.8,126.0,1.0,0.27
2023-01-09T12:00,36.1,56.7,527.0,33.8,86.8,127.0,1.0,0.28
2023-01-09T13:00,37.6,58.4,615.0,43.7,108.4,119.0,1.0,0.28
2023-01-09T14:00,37.6,58.3,726.0,57.2,132.8,106.0,1.0,0.27
2023-01-09T15:00,37.1,57.4,774.0,66.7,141.4,94.0,1.0,0.26
2023-01-09T16:00,36.7,56.7,812.0,76.2,145.8,81.0,0.0,0.25
2023-01-09T17:00,41.8,64.0,957.0,87.9,174.6,67.0,0.0,0.23
2023-01-09T18:00,55.3,83.6,989.0,85.8,178.6,66.0,0.0,0.23
2023-01-09T19:00,67.5,101.0,1034.0,82.8,184.4,65.0,0.0,0.23
2023-01-09T20:00,80.6,119.7,1085.0,78.5,188.7,63.0,0.0,0.25
2023-01-09T21:00,90.6,134.6,1106.0,75.3,187.0,63.0,0.0,0.27
2023-01-09T22:00,95.9,142.5,1120.0,71.9,182.7,63.0,0.0,0.29
2023-01-09T23:00,96.6,143.4,1128.0,67.7,175.2,63.0,0.0,0.32
2023-01-10T00:00,96.2,143.0,1126.0,64.9,169.1,63.0,0.0,0.33
2023-01-10T01:00,96.2,142.5,1118.0,62.5,162.1,64.0,0.0,0.36
2023-01-10T02:00,84.8,127.1,1101.0,58.7,150.9,64.0,0.0,0.37
2023-01-10T03:00,78.7,118.0,1082.0,54.8,139.5,63.0,0.0,0.37
2023-01-10T04:00,74.3,111.5,1058.0,50.5,126.4,62.0,0.0,0.37
2023-01-10T05:00,88.7,132.2,1097.0,48.7,146.9,58.0,0.0,0.35
2023-01-10T06:00,96.4,143.0,1117.0,47.7,139.3,56.0,0.0,0.35
2023-01-10T07:00,108.0,159.3,1144.0,46.2,128.3,53.0,0.0,0.36
2023-01-10T08:00,109.0,161.6,1117.0,43.8,113.8,58.0,0.0,0.35
2023-01-10T09:00,48.2,75.9,988.0,40.5,102.6,78.0,0.0,0.35
2023-01-10T10:00,44.2,68.7,804.0,36.5,91.2,105.0,0.0,0.33
2023-01-10T11:00,43.1,66.1,635.0,35.3,86.3,132.0,0.0,0.33
2023-01-10T12:00,42.5,64.7,645.0,40.5,98.1,135.0,0.0,0.32
2023-01-10T13:00,41.7,63.1,722.0,49.2,118.2,130.0,0.0,0.32
2023-01-10T14:00,41.1,62.2,822.0,60.5,139.9,118.0,0.0,0.31
2023-01-10T15:00,40.4,61.2,856.0,67.8,144.6,107.0,0.0,0.3
2023-01-10T16:00,40.6,61.9,880.0,74.9,144.4,94.0,0.0,0.3
2023-01-10T17:00,44.8,67.5,1021.0,84.4,73.3,87.0,0.0,0.26
2023-01-10T18:00,54.9,82.7,1520.0,82.2,80.2,86.0,0.0,0.26
2023-01-10T19:00,65.2,98.0,2236.0,78.9,90.2,86.0,0.0,0.28
2023-01-10T20:00,83.4,124.8,3203.0,75.5,106.9,83.0,0.0,0.29
2023-01-10T21:00,102.0,151.3,3899.0,74.2,123.9,80.0,0.0,0.3
2023-01-10T22:00,115.3,170.4,4602.0,73.7,143.7,77.0,0.0,0.31
2023-01-10T23:00,121.5,179.3,5239.0,74.5,163.8,69.0,0.0,0.32
2023-01-11T00:00,123.9,182.1,5317.0,77.7,169.4,58.0,0.0,0.32
2023-01-11T01:00,123.9,181.6,5162.0,82.2,170.1,43.0,0.0,0.32
2023-01-11T02:00,122.5,179.7,4905.0,85.1,167.8,27.0,0.0,0.32
2023-01-11T03:00,120.1,177.0,4739.0,81.8,165.1,21.0,0.0,0.32
2023-01-11T04:00,118.3,174.2,4550.0,75.8,160.6,17.0,0.0,0.33
2023-01-11T05:00,122.5,179.7,4458.0,104.4,182.0,6.0,0.0,0.32
2023-01-11T06:00,125.7,184.4,5272.0,95.0,175.9,6.0,0.0,0.33
2023-01-11T07:00,133.6,195.6,6403.0,81.7,167.4,5.0,0.0,0.33
2023-01-11T08:00,144.4,210.9,6914.0,70.7,164.4,11.0,0.0,0.32
2023-01-11T09:00,60.3,93.8,5629.0,74.8,178.6,25.0,0.0,0.33
2023-01-11T10:00,51.2,79.6,3485.0,85.1,200.8,43.0,0.0,0.32
2023-01-11T11:00,46.6,72.2,1189.0,93.2,214.3,67.0,0.0,0.32
2023-01-11T12:00,44.8,69.2,669.0,87.2,197.6,82.0,0.0,0.31
2023-01-11T13:00,43.0,66.4,674.0,75.9,167.2,97.0,1.0,0.31
2023-01-11T14:00,40.9,63.6,836.0,65.8,130.1,107.0,1.0,0.3
2023-01-11T15:00,38.9,61.2,791.0,68.7,111.5,102.0,1.0,0.29
2023-01-11T16:00,37.6,60.3,785.0,76.4,96.3,91.0,0.0,0.27
2023-01-11T17:00,52.0,81.5,1255.0,90.1,114.9,81.0,0.0,0.29
2023-01-11T18:00,70.3,108.5,1814.0,86.6,118.1,81.0,0.0,0.32
2023-01-11T19:00,86.4,132.2,2615.0,81.7,122.8,81.0,1.0,0.35
2023-01-11T20:00,99.4,151.3,3617.0,75.3,131.9,80.0,1.0,0.39
2023-01-11T21:00,113.2,170.9,4208.0,71.6,142.9,79.0,1.0,0.42
2023-01-11T22:00,124.3,186.7,4740.0,68.1,156.3,78.0,1.0,0.45
2023-01-11T23:00,129.5,193.2,5202.0,64.1,170.4,75.0,1.0,0.48
2023-01-12T00:00,131.3,194.6,5261.0,62.0,175.2,71.0,1.0,0.49
2023-01-12T01:00,129.9,192.3,5137.0,60.3,177.0,67.0,0.0,0.5
2023-01-12T02:00,127.6,189.1,4923.0,57.4,177.0,62.0,0.0,0.51
2023-01-12T03:00,125.7,185.8,4730.0,53.6,176.6,61.0,0.0,0.52
2023-01-12T04:00,122.9,182.5,4501.0,49.0,175.0,61.0,1.0,0.54
2023-01-12T05:00,120.6,180.2,3891.0,67.1,153.7,61.0,1.0,0.6
2023-01-12T06:00,121.1,181.1,3923.0,70.4,141.6,60.0,1.0,0.63
2023-01-12T07:00,126.7,189.1,3955.0,75.0,124.4,58.0,1.0,0.65
2023-01-12T08:00,109.0,165.3,3656.0,76.5,101.7,62.0,1.0,0.64
2023-01-12T09:00,53.3,88.5,2889.0,70.4,86.9,75.0,1.0,0.62
2023-01-12T10:00,44.7,75.9,1831.0,60.6,72.8,94.0,1.0,0.6
2023-01-12T11:00,43.5,73.8,728.0,48.1,57.7,117.0,1.0,0.57
2023-01-12T12:00,43.2,73.1,460.0,39.5,50.3,130.0,1.0,0.55
2023-01-12T13:00,42.6,72.2,461.0,31.1,45.7,141.0,1.0,0.53
2023-01-12T14:00,41.7,70.8,546.0,28.8,42.0,144.0,1.0,0.5
2023-01-12T15:00,40.3,68.7,525.0,40.2,40.1,130.0,1.0,0.48
2023-01-12T16:00,38.9,66.8,526.0,59.0,39.7,107.0,1.0,0.48
2023-01-12T17:00,41.8,70.5,680.0,74.6,41.1,80.0,1.0,0.54
2023-01-12T18:00,48.4,80.1,1022.0,74.3,45.4,78.0,1.0,0.57
2023-01-12T19:00,55.2,89.6,1511.0,73.9,51.5,75.0,1.0,0.59
2023-01-12T20:00,64.3,102.2,2127.0,72.8,61.1,71.0,1.0,0.61
2023-01-12T21:00,74.3,116.4,2516.0,71.1,70.2,68.0,1.0,0.61
2023-01-12T22:00,81.7,126.2,2876.0,68.8,80.3,66.0,1.0,0.61
2023-01-12T23:00,83.4,127.1,3121.0,66.2,89.0,63.0,1.0,0.62
2023-01-13T00:00,82.0,124.8,2991.0,64.9,88.0,61.0,1.0,0.62
2023-01-13T01:00,78.7,120.1,2677.0,64.1,82.9,58.0,1.0,0.63
2023-01-13T02:00,76.1,115.9,2294.0,62.5,76.6,56.0,1.0,0.64
2023-01-13T03:00,74.3,113.4,2094.0,60.7,74.2,55.0,1.0,0.65
2023-01-13T04:00,73.6,112.0,1924.0,58.5,72.5,54.0,1.0,0.65
2023-01-13T05:00,80.3,121.5,2125.0,54.1,66.3,59.0,1.0,0.72
2023-01-13T06:00,85.4,129.0,2337.0,56.2,63.5,57.0,1.0,0.71
2023-01-13T07:00,97.1,145.3,2629.0,59.2,59.4,55.0,1.0,0.71
2023-01-13T08:00,81.0,123.4,2699.0,60.9,56.0,58.0,1.0,0.69
2023-01-13T09:00,46.1,75.4,2222.0,58.5,57.2,68.0,1.0,0.71
2023-01-13T10:00,43.5,71.5,1470.0,54.1,60.2,84.0,1.0,0.71
2023-01-13T11:00,44.0,71.9,672.0,48.4,62.4,101.0,1.0,0.71
2023-01-13T12:00,44.8,72.9,487.0,43.9,60.1,110.0,1.0,0.71
2023-01-13T13:00,45.1,73.1,488.0,39.3,56.0,117.0,1.0,0.7
2023-01-13T14:00,44.4,72.2,555.0,38.9,51.8,118.0,1.0,0.67
2023-01-13T15:00,43.0,70.5,547.0,47.7,51.0,107.0,1.0,0.64
2023-01-13T16:00,41.3,68.2,558.0,61.3,51.2,90.0,1.0,0.62
2023-01-13T17:00,41.4,68.5,748.0,74.8,52.8,71.0,1.0,0.6
2023-01-13T18:00,48.0,77.5,1121.0,75.7,54.7,67.0,1.0,0.61
2023-01-13T19:00,54.9,87.1,1630.0,72.4,57.3,66.0,1.0,0.63
2023-01-13T20:00,64.3,99.9,2298.0,67.3,63.2,66.0,1.0,0.66
2023-01-13T21:00,74.3,113.9,2770.0,65.2,71.6,63.0,1.0,0.67
2023-01-13T22:00,83.6,125.7,3236.0,63.0,82.0,58.0,1.0,0.69
2023-01-13T23:00,88.5,132.2,3616.0,59.8,91.1,54.0,1.0,0.71
2023-01-14T00:00,89.9,133.6,3574.0,56.5,89.7,52.0,1.0,0.71
2023-01-14T01:00,89.4,132.7,3342.0,52.9,84.2,52.0,1.0,0.72
2023-01-14T02:00,90.3,134.1,3040.0,48.6,78.5,51.0,1.0,0.72
2023-01-14T03:00,92.2,136.4,2911.0,45.5,79.8,50.0,1.0,0.74
2023-01-14T04:00,92.4,136.9,2804.0,42.7,83.1,49.0,1.0,0.75
2023-01-14T05:00,93.1,137.8,2729.0,42.1,84.1,48.0,1.0,0.75
2023-01-14T06:00,97.3,143.4,2829.0,46.6,78.2,46.0,1.0,0.75
2023-01-14T07:00,104.5,153.7,3001.0,53.8,69.3,44.0,1.0,0.74
2023-01-14T08:00,87.3,129.9,2925.0,60.2,59.8,47.0,1.0,0.73
